Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff,FraudFound
Honda,Urban,Male,Single,22,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,1,No
Honda,Urban,Male,Single,28,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,61,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Married,36,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,12,Yes
Honda,Urban,Male,Married,42,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,more than 1,Collision,7,No
Honda,Urban,Female,Single,34,Third Party,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,48,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,4,No
Honda,Urban,Male,Married,51,Third Party,Sport,"more than 69,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,2,No
Ford,Urban,Male,Married,48,Policy Holder,Sport,"40,000 to 69,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Liability,0,No
Ford,Urban,Male,Married,42,Third Party,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,3,No
VW,Urban,Male,Married,55,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Mercury,Urban,Female,Single,19,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,less than 4 years,No,No,External,1 to 2,no change,1 vehicle,Collision,11,No
Honda,Urban,Male,Married,57,Policy Holder,Utility,"more than 69,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,3,No
Honda,Urban,Male,Married,49,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,4 to 8 years,more than 1,Liability,2,No
Honda,Urban,Female,Married,41,Policy Holder,Sport,"20,000 to 39,000",700,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Ford,Urban,Female,Married,26,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,25,No
Ford,Rural,Female,Married,28,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,3,No
Mercury,Urban,Female,Single,27,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,10,No
Honda,Urban,Male,Married,54,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,12,No
Ford,Urban,Male,Married,42,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,1,No
Mercury,Urban,Male,Married,35,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,8,No
Honda,Urban,Female,Married,41,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,1,No
Mercury,Urban,Female,Married,54,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,7,No
Mercury,Urban,Female,Married,28,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,28,No
Honda,Urban,Female,Married,33,Third Party,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,94,No
Honda,Urban,Male,Married,41,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,53,Third Party,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,3,No
Honda,Urban,Male,Single,34,Third Party,Sport,"more than 69,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,0 to 3 years,1 vehicle,Collision,5,No
Ford,Urban,Male,Single,53,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,3,No
Honda,Urban,Male,Married,42,Third Party,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,9,No
Honda,Urban,Female,Married,50,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,3,No
Ford,Urban,Male,Married,63,Third Party,Sport,"more than 69,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Ford,Urban,Male,Married,40,Policy Holder,Sport,"20,000 to 39,000",400,2,1 to 15,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,24,No
Honda,Urban,Male,Single,33,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,27,No
Mercury,Rural,Male,Married,28,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,4 to 8 years,more than 1,Collision,3,No
Honda,Urban,Male,Married,30,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,7,No
Honda,Urban,Male,Single,38,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,21,No
Honda,Urban,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,none,less than 4 years,No,No,External,none,no change,1 vehicle,All Perils,15,No
VW,Urban,Male,Single,40,Third Party,Sedan,"more than 69,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Single,21,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,11,No
Mercury,Urban,Male,Single,51,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,7,No
Honda,Urban,Male,Single,23,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,none,no change,1 vehicle,Collision,198,No
Honda,Urban,Male,Married,52,Policy Holder,Sedan,"20,000 to 39,000",500,2,more than 30,more than 30,none,more than 7,No,No,External,none,0 to 3 years,1 vehicle,Collision,14,No
Mercury,Urban,Male,Single,56,Third Party,Sedan,"less than 20,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,more than 1,All Perils,22,No
Honda,Urban,Male,Married,33,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,19,No
Honda,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,41,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,63,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,2,No
Honda,Rural,Male,Single,35,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,5,No
Honda,Urban,Female,Married,39,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,10,No
Honda,Urban,Male,Married,63,Third Party,Sedan,"more than 69,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,All Perils,2,No
Ford,Urban,Female,Single,32,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
VW,Urban,Male,Married,54,Policy Holder,Sedan,"40,000 to 69,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,Yes,No,External,more than 5,no change,1 vehicle,Collision,0,No
Mercury,Urban,Female,Married,39,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,52,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,4 to 8 years,more than 1,All Perils,0,No
Honda,Urban,Male,Married,45,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Married,26,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,12,No
Honda,Urban,Male,Single,27,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Single,28,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,Yes,No,External,none,no change,1 vehicle,All Perils,2,No
Ford,Urban,Male,Married,64,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,1,No
Mercury,Urban,Female,Single,38,Third Party,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,55,No
Honda,Urban,Male,Single,33,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,Internal,more than 5,no change,1 vehicle,Collision,126,No
Honda,Urban,Male,Single,28,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Ford,Urban,Male,Single,27,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,Yes,No,External,1 to 2,no change,1 vehicle,Collision,58,No
Mercury,Rural,Male,Married,51,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Mercury,Urban,Female,Single,31,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,Internal,none,no change,1 vehicle,Collision,9,No
Honda,Urban,Male,Married,47,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Rural,Male,Married,39,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,23,No
VW,Urban,Male,Married,33,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Single,29,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,3,Yes
Mercury,Urban,Male,Single,31,Third Party,Sedan,"less than 20,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,0,No
Mercury,Urban,Female,Single,30,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Mercury,Urban,Female,Married,37,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,26,No
Mercury,Urban,Male,Married,56,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,9,No
Ford,Urban,Male,Married,51,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,7,No
Ford,Urban,Male,Married,33,Policy Holder,Utility,"more than 69,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,4 to 8 years,more than 1,All Perils,73,No
Mercury,Rural,Male,Single,33,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,8,No
Mercury,Urban,Male,Single,33,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,11,No
Honda,Urban,Male,Married,48,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,0,No
Ford,Urban,Male,Single,38,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,4,No
Honda,Urban,Male,Married,31,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,52,No
Ford,Urban,Male,Married,40,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,3,No
Honda,Urban,Male,Married,39,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,5,No
Mercury,Urban,Male,Single,63,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,17,No
Mercury,Urban,Female,Married,54,Policy Holder,Sedan,"more than 69,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,more than 1,All Perils,41,No
Honda,Urban,Male,Single,29,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Single,35,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,46,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,16,No
Mercury,Urban,Male,Married,53,Third Party,Sedan,"less than 20,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Ford,Urban,Female,Married,32,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,7,No
Honda,Urban,Male,Married,35,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,9,Yes
Ford,Rural,Male,Single,27,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,5,No
Honda,Urban,Male,Married,40,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,17,No
Honda,Urban,Female,Married,28,Policy Holder,Sport,"20,000 to 39,000",500,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,0 to 3 years,1 vehicle,Liability,18,No
VW,Rural,Male,Married,50,Policy Holder,Sedan,"40,000 to 69,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,9,No
Mercury,Urban,Male,Married,52,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,9,No
Honda,Rural,Male,Single,22,Third Party,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,Yes,Yes,External,none,4 to 8 years,more than 1,Liability,1,No
Ford,Urban,Male,Married,48,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,8,No
Mercury,Urban,Male,Married,54,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,2,No
Honda,Urban,Male,Married,54,Policy Holder,Sedan,"40,000 to 69,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,12,No
Ford,Urban,Male,Married,31,Policy Holder,Sedan,"20,000 to 39,000",400,3,1 to 15,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,27,No
Honda,Urban,Male,Single,22,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,41,No
Mercury,Urban,Female,Single,29,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,44,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,2,No
